title,salary,lower,upper,currency_unit,address,time,rank,experience,number_of_recruits,working_form,sex,company,description,requirements,benefit,url
Backend Developer (C#/JavaScript/PHP/Japanese) - Onsite Japan,,,,,"Hà Nội: Ba Đình, Hà Nội: Hoàn Kiếm, Hà Nội: Hai Bà Trưng, , Hà Nội: Đống Đa, , Hà Nội: Tây Hồ, , Hà Nội: Cầu Giấy, , Hà Nội: Thanh Xuân, , Hà Nội: Hoàng Mai, , Hà Nội: Long Biên, , Hà Nội: Từ Liêm, , Hà Nội: Thanh Trì, , Hà Nội: Gia Lâm, , Hà Nội: Đông Anh, , Hà Nội: Sóc Sơn, , Hà Nội: Hà Đông, , Hà Nội: Sơn Tây, , Hà Nội: Ba Vì, , Hà Nội: Phúc Thọ, , Hà Nội: Thạch Thất, , Hà Nội: Quốc Oai, , Hà Nội: Chương Mỹ, , Hà Nội: Đan Phượng, , Hà Nội: Hoài Đức, , Hà Nội: Thanh Oai, , Hà Nội: Mỹ Đức, , Hà Nội: Ứng Hoà, , Hà Nội: Phú Xuyên, , Hà Nội: Thường Tín, , Hà Nội: Mê Linh, , Hà Nội: Bắc Từ Liêm, , Hà Nội: Nam Từ Liêm, , Hồ Chí Minh: Quận 1, , Hồ Chí Minh: Quận 2, , Hồ Chí Minh: Quận 3, , Hồ Chí Minh: Quận 4, , Hồ Chí Minh: Quận 5, , Hồ Chí Minh: Quận 6, , Hồ Chí Minh: Quận 7, , Hồ Chí Minh: Quận 8, , Hồ Chí Minh: Quận 9, , Hồ Chí Minh: Quận 10, , Hồ Chí Minh: Quận 11, , Hồ Chí Minh: Quận 12, , Hồ Chí Minh: Thủ Đức, , Hồ Chí Minh: Gò Vấp, , Hồ Chí Minh: Bình Thạnh, , Hồ Chí Minh: Tân Bình, , Hồ Chí Minh: Tân Phú, , Hồ Chí Minh: Phú Nhuận, , Hồ Chí Minh: Bình Tân, , Hồ Chí Minh: Củ Chi, , Hồ Chí Minh: Hóc Môn, , Hồ Chí Minh: Bình Chánh, , Hồ Chí Minh: Nhà Bè, , Hồ Chí Minh: Cần Giờ, , Đà Nẵng: Hải Châu, , Đà Nẵng: Thanh Khê, , Đà Nẵng: Sơn Trà, , Đà Nẵng: Ngũ Hành Sơn, , Đà Nẵng: Liên Chiểu, , Đà Nẵng: Hòa Vang, , Đà Nẵng: Cẩm Lệ, , Đà Nẵng: Hoàng Sa, , Nước Ngoài, , , , ...và 61 địa điểm khác, , Thu gọn, , ",06-12-2023,Nhân viên,3,50,Toàn thời gian,Không yêu cầu,Sync Partners,"Phát triển và nâng cấp hệ thống Website, WebApp theo yêu cầu khách hàng. Phát triển các giải pháp về ERP(Enterprise Resource Planning), PLM (Product Lifecycle Management) cho các khách hàng là các công ty lớn ở Nhật. Các giải pháp về tự động hóa công nghiệp, thông minh, quản lý và điều khiển hệ thống,dây chuyền sản xuất thông qua giao diện người dùng. Địa điểm làm việc: Nagoya (Nhật Bản) Nhận ứng viên ở cả Hà Nội , Đà Nẵng, Hồ Chí Minh","Tiếng Nhật tương đương với N3 trở lên (bắt buộc, nếu chưa có bằng thì yêu cầu trình độ giao tiếp tương đương level N3 ). Tối thiểu 3 năm kinh nghiệm Web Developer (Backend). Biết ít nhất về 1 front-end framework (Reactjs, ...). Thành thạo ít nhất 1 trong các ngôn ngữ C#, JS, PHP. Có tư duy về kiến trúc hệ thống web, có khả năng tối ưu tốc độ, số lượng users, request.",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fbackend-developer-c-javascript-php-japanese-onsite-japan%2F1036463.html%3Fta_source%3DITJobs_LinkDetail
Lập Trình Viên .NET (2 Năm Kinh Nghiệm),,,,,"Hà Nội: Tầng 7 và Tầng 8, Toà nhà số 74 Khúc Thừa Dụ, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội., Cầu Giấy",06-12-2023,Nhân viên,2,5,Toàn thời gian,Không yêu cầu,TechPlus Solution,"Tham gia vào các dự án phát triển & triển khai hệ thống phần mềm Ngân hàng như: Hệ thống Ngân hàng lõi (Core Banking), Hệ thống ngân hàng số (Digital Banking), SMS Banking, Internet Banking, Mobile Banking, Hệ thống Thẻ (Card System), Hệ thống MIS, Hệ thống quản lý nguồn vốn, kinh doanh trái phiếu, ... Phát triển các ứng dụng trên nền .NET và tìm hiểu các công nghệ mới. Bảo trì, nâng cấp hệ thống cho các Ngân hàng, tổ chức tài chính. Phát triển, tích hợp các module, sản phẩm theo yêu cầu. Nơi làm việc: Hà Nội, có thể linh hoạt theo yêu cầu công việc. Thời gian làm việc: Giờ hành chính, Nghỉ chiều thứ 7 và Ngày chủ nhật, các ngày Lễ, Tết theo chế độ.","Từ 02 năm kinh nghiệm làm việc trong lĩnh vực liên quan.  Đã tham gia phát triển, triển khai các giải pháp liên quan trong lĩnh vực CNTT cho Tài chính, Ngân hàng là một lợi thế đặc biệt lớn. Có kinh nghiệm lập trình ứng dụng thành thạo với .Net Framework .Net Framework/.Net Core, Webform, MVC, Blazor.  SignalR, Javascript, CSS, HTML, Angular. Web API Có kinh nghiệm làm việc với một trong các hệ thống CSDL như: Oracle, MS SQL Server, MySQL, PostgreSQL. Có kinh nghiệm xây dựng các ứng dụng trên nền tảng Cloud Native / kiến trúc microservice / container networking trên Docker là lợi thế. Có kinh nghiệm thiết kế hệ thống, thiết kế cơ sở dữ liệu, design pattern là lợi thế. Tiếng Anh giao tiếp hoặc đọc hiểu tốt.  Có khả năng làm việc độc lập và chịu áp lực trong môi trường nhịp độ cao. Có kỹ năng phân tích, phản biện, tư duy logic và giải quyết vấn đề tốt.",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Flap-trinh-vien-net-2-nam-kinh-nghiem%2F1160169.html%3Fta_source%3DITJobs_LinkDetail
Senior PHP Developer,40triệu,40.0,40.0,VND,"Hồ Chí Minh: Dev Tech Building, Thảo Điền, Quận 2, Quận 2",05-12-2023,Nhân viên,3,1,Toàn thời gian,Không yêu cầu,CÔNG TY TNHH DỊCH VỤ TRUYỀN THÔNG TIẾP THỊ TÍCH HỢP,,,"Mức lương upto 40 triệu theo năng lực làm việc. Có cơ hội được tham gia các khóa học đào tạo online và/hoặc offline. Được làm việc và hỗ trợ các thành viên bộ phận/nhóm làm việc nhiều kinh nghiệm. Môi trường làm việc thân thiện và chuyên nghiệp. Các hoạt động team building, gắn kết team hàng quý, hàng năm. Đóng BHXH đầy đủ theo Luật định. Tháng lương 13 và các khoản thưởng theo năng lực khác. ",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fsenior-php-developer%2F1162246.html%3Fta_source%3DITJobs_LinkDetail
Senior .NET Developer - Tại Hồ Chí Minh - Thu Nhập Hấp Dẫn,,,,,"Hồ Chí Minh: Tầng 2, tòa nhà Etown-1, số 364 Cộng Hòa, Phường 13, Tân Bình, Hà Nội: Tòa nhà AC, Số 3 ngõ 78 Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Cần Thơ: Số 200 Trần Hưng Đạo, Phường An Nghiệp, Ninh Kiều",05-12-2023,Nhân viên,3,2,Toàn thời gian,Không yêu cầu,CÔNG TY TNHH SYSTEMEXE VIỆT NAM,,,"- Mức lương: thỏa thuận theo năng lực - Thưởng hè, lương tháng 13, thưởng theo lợi nhuận vào cuối năm,... - Được tham gia đầy đủ BHXH, BHYT, BHTN trên 100% lương - Được tham gia chương trình bảo hiểm sức khỏe - 12 ngày phép 1 ngày nghỉ sinh nhật - Phụ cấp xăng xe, gửi xe - Hệ thống giải thưởng thường xuyên: Giải thưởng nỗ lực, giải thưởng nhân viên xuất sắc, nhân viên triển vọng, thưởng dự án thành công,... - Du lịch thường niên, teambuilding tổ chức định kỳ - Tham gia tiệc Công ty hàng tháng - Khám sức khỏe định kỳ hàng năm - Tham gia các khóa đào tạo về lập trình trong và ngoài Công ty - Đào tạo tiếng Nhật miễn phí, hỗ trợ thi chứng chỉ và thưởng khi đạt được chứng chỉ",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fsenior-net-developer-tai-ho-chi-minh-thu-nhap-hap-dan%2F1163897.html%3Fta_source%3DITJobs_LinkDetail
Manual Tester /Kiểm Thử ( Salary : $800-$1000),800-1.000USD,800.0,1000.0,USD,Hà Nội: Cầu Giấy,08-12-2023,Nhân viên,2,1,Toàn thời gian,Không yêu cầu,Woo Technology,"Read and understand the Spec description document (document in English).  Develop a testing plan, create test cases, and prepare input data.  Write test cases, can review test cases of team members.  Run program tests/Query data in SQL Server, PostgreSQL, Cassandra  Manage bug logs and oversee the bug lifecycle in Redmine or a similar application. Submit daily work reports.  Undertake additional tasks as assigned by management. ","At least 2 years of experience in testing (Manual Testing) Ability to analyze requirements, synthesize into separate documents, Q&A for customers Basic English - can read and understand test cases in English Excellent knowledge of SDLC and testing methodologies. Experienced in writing SQL queries and strong knowledge in relational database structures Experience working in an Agile/Scrum development process Experience with version control tools like Git, VSTS or SVN Ability to fully test feature from the stage of requirements analysis to regression testing. Ability to do web and mobile performance test Ability to evaluate and propose solutions when issues related to testing arise. Careful and hard working   ",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fmanual-tester-kiem-thu-salary-800-1000%2F1159852.html%3Fta_source%3DITJobs_LinkDetail
Java Developer_Từ 2 YOE_Eng Đọc Chat,30triệu,30.0,30.0,VND,Hà Nội: Hoàn Kiếm,31-12-2023,Nhân viên,2,2,Toàn thời gian,Không yêu cầu,Công Ty Cổ Phần Công Nghệ VMO Holdings,Tham gia các dự án cho đối tác của VMO Tham gia phát triển các sản phẩm Web & Mobile. Đóng góp ý kiến về chức năng sản phẩm Thiết kế giải pháp kỹ thuật và phát triển sản phẩm mới.,"Kinh nghiệm từ 2 năm trở lên làm việc với Spring framework, spring boot, spring security, spring data JPA; Ưu tiên có kinh nghiệm sử dụng các database như Oracle, Redis (Cache) Nắm được các quy trình phát triển sản phẩm và các công cụ quản lý source code (Git/SVN) Kinh nghiệm phát triển trên kiến trúc Microservice, micro frontend, ELK, Gitlab, KAFKA Kinh nghiệm làm việc và triển khai nhóm theo mô hình Agile Ưu tiên có kinh nghiệm làm việc với Angular, Bootstrap, ANTD Có tinh thần trách nhiệm, tỉ mỉ trong công việc và chịu được áp lực. Tiếng anh giao đọc hiểu",CƠ HỘI VÀ THỬ THÁCH CHÍNH SÁCH ĐÃI NGỘ  ,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fjava-developer-tu-2-yoe-eng-doc-chat%2F1186145.html%3Fta_source%3DITJobs_LinkDetail
Manual QA Engineer,15-20triệu,15.0,20.0,VND,"Hà Nội: 54 Phố Nguyễn Bỉnh Khiêm, Hai Bà Trưng, Hà Nội, Hai Bà Trưng",30-12-2023,Nhân viên,2,1,Toàn thời gian,Không yêu cầu,Công ty TNHH Telio Việt Nam,"Participate in Agile working practices such as daily scrum meetings, sprint planning meetings, reviews, and retrospectives Create a test plan, write test cases/test scenarios and prepare test data across environments (Test, Staging, Production) and establish testing schedules Perform testing on company products, including both app and web platforms Report bugs using Jira and verify fixes implemented by the development team. Review functional specifications and documentation of the product. Write test reports and classification statistics, assessing the importance of each error found. Collaborate with the product team and developers to gain a deep understanding of the product functionalities. Execute tests when the product is deployed to the testing environment or production environment. Develope and execute the Cross Browser testing (browsers like Safari, Chrome, Mobile browsers) Provide support to users in case of system issues.","Experience testing web-based applications and relational databases Experience with acceptance testing, integration testing and performance testing Experience with automation tools such as Selenium, Jenkins, etc. Experience with test planning experience Strong initiative, innovation, organization, and attention to detail are essential Demonstrated ability to communicate effectively across various audiences Ability to multi-task across various simultaneous projects Experience collaborating with others in QA/Development to deliver shared results Technical understanding of business application systems and their underlying hardware Well organized, self-motivated individual who can work with little or no direction Ability to interact with all levels of staff and upper management in both business and technical areas Experience with E-Commerce and Retail would be desirable although not mandatory ",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fmanual-qa-engineer%2F1185409.html%3Fta_source%3DITJobs_LinkDetail
Lập Trình Viên Mobile (React Native),8-35triệu,8.0,35.0,VND,"Hồ Chí Minh: 1073/23 Cách mạng tháng 8, Phường 7, Tân Bình",31-12-2023,Nhân viên,1,5,Toàn thời gian,Không yêu cầu,Mona Media,"Tham gia phát triển sản phẩm App Mobile cho khách hàng và công ty Làm theo sự phân công của cấp trên Tham gia nghiên cứu, phân tích, thiết kế, phát triển các dự án Web-application Thực hiện các công viêc theo sự phân công của cấp trên","Kinh nghiệm tối thiểu 1 năm với React Native, có hiểu biết về React JS Thành thạo HTML/CSS/JAVASCRIPT Có kinh nghiệm làm việc về REST API, xử lý JSON/XML,.... Có am hiểu về Hybird Framework như: Iconic, React-Native, Cordova,... Mưu cầu phát triển bản thân Tư duy logic tốt",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Flap-trinh-vien-mobile-react-native%2F692371.html%3Fta_source%3DITJobs_LinkDetail
Backend Developer ( Junior - Mid-Level),15-25triệu,15.0,25.0,VND,Hà Nội: Cầu Giấy,08-12-2023,Nhân viên,2,1,Toàn thời gian,Không yêu cầu,Woo Technology,Build and maintain websites based on (but not limited to) WordPress and Shopify.,"At least 2-3 years of experience working with PHP & MySQL. Good understanding at least one of the following frameworks|cms|platform: Laravel, Wordpress, Shopify.  1-2 years working experiences on Wordpress, Shopify. Experienced with building e-commerce websites or landing pages using wordpress. Ability to work on multiple projects. English: basic",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fbackend-developer-junior-mid-level%2F1167785.html%3Fta_source%3DITJobs_LinkDetail
Junior/ Middle Frontend Developer (Reactjs),8-35triệu,8.0,35.0,VND,Hồ Chí Minh,31-12-2023,Nhân viên,1,5,Toàn thời gian,Không yêu cầu,Mona Media,"Tham gia nghiên cứu và phát triển sản phẩm Làm việc theo sự phân công của Leader Phối hợp giữa các nhóm để phát triển dự án Tham gia các công đoạn tìm hiểu yêu cầu, phân tích, thiết kế, nghiên cứu các dự án Web - Application","Thành thạo HTML/CSS/JAVASCRIPT. Xử lý thành thạo React Hook, Redux, Redux toolkit. Sử dụng các thư viện component (e.g. Material UI). Hiểu về CSS Frameworks (e.g. Tailwind CSS) và Preprocessors (e.g. Sass, SCSS). Làm việc hiệu quả với các công cụ quản lý version (e.g. gitlab). Kinh nghiệm tối thiểu 1 năm với Reactjs, hiểu biết về React Native là một lợi thế. Có kinh nghiệm làm việc về REST, API, JSON,.... Tư duy logic tốt.",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fjunior-middle-frontend-developer-reactjs%2F525512.html%3Fta_source%3DITJobs_LinkDetail
Nhân Viên Vận Hành Dịch Vụ - Thu Nhập Đến 11 Triệu (Deal Lương Theo Năng Lực),8-11triệu,8.0,11.0,VND,"Hà Nội: số 58 Trần Quang Diệu, P. Ô Chợ Dừa, Đống Đa",29-12-2023,Nhân viên,1,1,Toàn thời gian,Không yêu cầu,CÔNG TY CỔ PHẦN PHẦN MỀM VIỄN THÔNG MIỀN NAM,"Vận hành các ứng dụng, hệ thống phần mềm dịch vụ theo quy trình của Công ty; Hỗ trợ người dùng là các Khách hàng sử dụng dịch vụ; Tiếp nhận, giải quyết các khiếu nại theo quy định; Tham gia triển khai các dự án tích hợp dịch vụ của Công ty với Khách hàng/Đối tác."," Tốt nghiệp hệ Cao đẳng trở lên; có chuyên ngành CNTT – Viễn thông là một lợi thế; Kỹ năng sử dụng máy tính văn phòng và các phần mềm tốt; Kỹ năng giao tiếp tốt; Cẩn thận, chăm chỉ, có chính kiến, không ngại tranh luận; Ưu tiên ứng viên NỮ và các ứng viên từng có 1 năm kinh nghiệm làm việc trong lĩnh vực CNTT như tester, QA/QC, BA, Database Administrator.",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fnhan-vien-van-hanh-dich-vu-thu-nhap-den-11-trieu-deal-luong-theo-nang-luc%2F1181620.html%3Fta_source%3DITJobs_LinkDetail
Middle Automation Tester [2-Month Sign-On Bonus],,,,,"Hồ Chí Minh: 02 Tản Viên, Phường 02, Quận Tân Bình, Thành phố Hồ Chí Minh, Tân Bình, Đà Nẵng: Tầng 5 Tòa nhà VNPT, Số 346 đường 2/9, Phường Hoà Cường Bắc, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam, Hải Châu",14-12-2023,Nhân viên,2,6,Toàn thời gian,Không yêu cầu,KMS Technology Vietnam,"Understand client domain knowledge, requirements, system/tools and the product. Work closely with client/ team and participant in all team activities/events Perform all testing activities independently and effectively: test estimation, test planning, test strategy, test cases design, test execution, defects tracking.... Understand automation framework and add automation test cases for the new features and regression test cases. Collect data and report testing status Shows creativity and initiative to improve product test coverage and effectiveness","At least an intermediate skill level of English Likely having 1.5+ years of experience in the software development, especially the software testing processes Able to self-learn and quickly adapt to new technologies Familiar with the Agile development methodologies Able to perform tasks under high pressure Strong domain knowledge on web/ mobile/ desktop app testing expertise Strong experiences on manual testing (requirement analysis, test strategy, test approach, test plan, test techniques included black box, risk-based, exploratory, Non-UI testing, etc.) Experience on Automation testing, API testing Experience on using technologies and frameworks: Cypress, Selenium WebDriver, TestNG, or Appium. Experience on using programming languages: Java, and/or other programming languages Experience on using tools: Postman, Git, IntelliJ IDEA, etc. Experience on Performance Experience on CI/CD","Perks You'll Enjoy  And much more, join us and let yourself explore other fantastic things!",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fmiddle-automation-tester-2-month-sign-on-bonus%2F1170326.html%3Fta_source%3DITJobs_LinkDetail
Senior Java Developer (Trung Gian Thanh Toán/ Banking) - Upto 2300$,2.300USD,2300.0,2300.0,USD,"Hà Nội: Tasco Building, HH2-2 Phạm Hùng, Nam Từ Liêm",08-12-2023,Nhân viên,4,2,Toàn thời gian,Không yêu cầu,Công ty cổ phần Tasco,,,"THU NHẬP Mức lương: lên tới  2300$ hoặc thỏa thuận theo năng lực Gói thu nhập 14-16 tháng lương/ năm  Xét tăng lương theo năng lực và kết quả công việc định kỳ 1 lần/ năm hoặc tăng lương đột xuất theo hiệu quả công việc BẢO HIỂM VÀ CHÍNH SÁCH PHÚC LỢI Chế độ Bảo hiểm sức khỏe cho bản thân và người nhà  Nghỉ thứ Bảy, Chủ nhật hàng tuần Du lịch, Teambuilding/ dã ngoại định kỳ hàng năm Chế độ mừng sinh con, quà nhân ngày Lễ/ Tết, quà ngày truyền thống và các chế độ phúc lợi khác CHẾ ĐỘ ĐÀO TẠO Tham gia các khóa đào tạo chuyên môn, nâng cao kỹ năng thực hiện công việc, kỹ năng mềm và thi các chứng chỉ CNTT Quốc tế miễn phí tại Công ty Được tham gia các chương trình đào tạo trước khi bắt đầu công việc và trong quá trình làm việc theo yêu cầu công việc Chính sách phát triển, thăng tiến có lộ trình theo từng vị trí, từng phòng ban Cơ hội tiếp cận với các công nghệ mới nhất: Cloud, Big data... MÔI TRƯỜNG LÀM VIỆC Tham gia các Câu lạc bộ của Công ty: CLB bóng đá, chạy bộ, yoga, gym... Được trang bị laptop, các thiết bị công nghệ hiện đại trong quá trình làm việc Môi trường làm việc hiện đại, năng động, khuyến khích tối đa sự sáng tạo của nhân viên Văn phòng làm việc hạng A, không gian mở, tiêu chuẩn 5 sao",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fsenior-java-developer-trung-gian-thanh-toan-banking-upto-2300%2F1168431.html%3Fta_source%3DITJobs_LinkDetail
System Admin,35triệu,35.0,35.0,VND,"Hà Nội: 103 Nguyễn Tuân, Thanh Xuân",17-12-2023,Nhân viên,1,3,Toàn thời gian,Không yêu cầu,Tổng Công ty Viễn thông Toàn cầu,,,"Lương tháng thứ 13, Thưởng các dịp Lễ Tết, Thưởng định kỳ. Làm việc trong môi trường năng động, chuyên nghiệp có nhiều cơ hội thăng tiến; Được đóng BHXH, BHYT, BHTN; Tham gia các hoạt động liên hoan, sự kiện, teambuilding công ty tổ chức, du lịch hàng năm theo quy định; Nghỉ phép, lễ tết theo quy định của Nhà nước; Được hưởng các chính sách phúc lợi theo quy định của công ty.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fsystem-admin%2F1149869.html%3Fta_source%3DITJobs_LinkDetail
Nhân Viên Lập Trình,30triệu,30.0,30.0,VND,"Bình Dương: 28 đường số 5, KP3, P. Phú Lợi, Thủ Dầu Một, Bình Dương, Thủ Dầu Một",24-12-2023,Nhân viên,2,1,Toàn thời gian,Nam,Công ty CP Bất động sản cho thuê Minh Bảo Tín,,,"Lương cơ bản: Theo thỏa thuận, đóng BHXH theo quy định. Thưởng: Theo chính sách của công ty Các chế độ khác: Ngoài chế độ nghỉ phép, nghỉ lễ do nhà nước quy định, công ty còn tổ chức thêm các hoạt động nghỉ dưỡng, du lịch,... Đào tạo: Được tham gia các khóa học nâng cao kiến thức và kỹ năng.   ",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fnhan-vien-lap-trinh%2F1181504.html%3Fta_source%3DITJobs_LinkDetail
Giảng Viên IT_Dạy Lập Trình Game_Fai,,,,,"Hồ Chí Minh: 590 Cách mạng tháng 8, Phường 11, Quận 3, Quận 3",31-12-2023,Nhân viên,2,1,Bán thời gian,Không yêu cầu,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,Giảng dạy một trong các học phần về: 1. Lập trình Game: 2D và 3D đa nền tảng Unity (PC/Mobile) 2. Xây dựng Game AR và VR với Unity Thực hiện các công việc khác theo sự phân công của CBQL,"Tốt nghiệp từ Đại học trở lên  Có kinh nghiệm phát triển Game bằng Unity qua các dự án thực tế. Tư duy logic, tư duy lập trình và tư duy hệ thống tốt Có kiến thức tốt về ngôn ngữ lập trình C# và thành thạo Unity engine",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fgiang-vien-it-day-lap-trinh-game-fai%2F1088133.html%3Fta_source%3DITJobs_LinkDetail
Back-End Java Engineer (Upto 2500$),2.500USD,2500.0,2500.0,USD,"Hồ Chí Minh: CT Building – 56 Yen The, Ward 2, Tân Bình, Hồ Chí Minh: 60 Truong Son, Ward 2, Tân Bình",16-12-2023,Nhân viên,3,3,Toàn thời gian,Không yêu cầu,CÔNG TY CỔ PHẦN BSTAR SOLUTIONS,,,"Attractive income. 13th salary and bonus salary are based on the company's business situation. Pay your full salary in two months of probation. 12 days of annual leave. Social, Health and others Insurance are based on Labor Law and Health insurance PVI. Birthday gift: 500.000 VND, Wedding: 2.000.000 VND, Mid-Autumn Festival gifts, Tet gifts, .... Activities: Company Trip, Year End Party, Sport (football, badminton), Christmas, ... Good work environment and working in a professional, friendly, well-equipped environment. Chances to work in a big and global team, working directly with customers.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fback-end-java-engineer-upto-2500%2F1174798.html%3Fta_source%3DITJobs_LinkDetail
Nhân Viên Chăm Sóc Khách Hàng,7-15triệu,7.0,15.0,VND,"Hồ Chí Minh: Văn Phòng VnResource số 06 Nguyễn Trung Trực, Phường 5,, Bình Thạnh",28-12-2023,Nhân viên,1,5,Toàn thời gian,Không yêu cầu,CÔNG TY CỔ PHẦN TÀI NGUYÊN TRI THỨC VIỆT NĂNG,,,,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fnhan-vien-cham-soc-khach-hang%2F887363.html%3Fta_source%3DITJobs_LinkDetail
Senior WordPress Developer (English Required),,,,,Hà Nội: Hoàn Kiếm,21-12-2023,Nhân viên,5,1,Toàn thời gian,Không yêu cầu,Akila,"Conceptualizing creative ideas with stakeholders. Creating, testing, and improving the design of the website – including responsive/mobile design. Establishing and working within UI/UX design and branding guidelines, standards, and best practices. Maintaining the appearance of websites by enforcing content standards. Communicating design ideas using user flows, process flows, site maps, and wireframes. Incorporating functionalities and features into websites. Designing sample pages including colors and fonts. Preparing design plans and presenting the website structure. Coding and deploying all design onto the website.","Proficiency in front-end development web programming languages such as HTML and CSS, JQuery, ReactJS, VueJS. Good understanding of different content management systems (including headless). Good understanding of search engine optimization principles. Proficient understanding of cross-browser and cross-device compatibility issues. Excellent visual design skills. Up-to-date experience with international web protocols, compliance standards, and technologies. Creative and open to new ideas. Adaptable and willing to learn new techniques. Excellent communication skills in English.",    ,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fsenior-wordpress-developer-english-required%2F1178472.html%3Fta_source%3DITJobs_LinkDetail
Automation Tester - Nhân Viên Kiểm Thử Phần Mềm Tự Động,600-1.600USD,600.0,1600.0,USD,"Hà Nội: Tầng 19, Leadvisors Tower, 643 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm",25-12-2023,Nhân viên,1,2,Toàn thời gian,Không yêu cầu,CÔNG TY CỔ PHẦN STRINGEE,,," Lương từ $600 $1600 (phụ thuộc vào năng lực và kinh nghiệm của bạn, chúng tôi không bao giờ đãi ngộ thấp hơn khả năng của bạn).  Thưởng theo hiệu quả công việc (hoàn thành milestone, deadline, ...), thưởng năm, các dịp lễ tết.  Môi trường trẻ, năng động, sáng tạo, hỗ trợ tối đa sự phát triển và công việc của nhân viên.  Được đào tạo để thường xuyên nâng cao nghiệp vụ. Cơ hội được học hỏi, làm việc với công nghệ mới.  Được làm việc trong một môi trường chuyên nghiệp với các đối tác nước ngoài.  Được đóng bảo hiểm và các chế độ khác theo Luật lao động; khám sức khỏe định kỳ hàng năm.  Được tham gia các câu lạc bộ thể thao: bóng đá, chạy bộ,...  Được tham dự các buổi đi chơi, dã ngoại, nghỉ mát,...            ",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fautomation-tester-nhan-vien-kiem-thu-phan-mem-tu-dong%2F1174799.html%3Fta_source%3DITJobs_LinkDetail
